filename,class,train_or_test,glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,lbp_mean,lbp_variance,lbp_entropy,surface_roughness
IMG20200713141604.jpg,unripe,train,17.46023346293125,0.9899779003131269,0.030773330492052515,0.37442472301866986,4.855185826878652,4.360984623709981,2.936366599899934,25.83809542301053
IMG20200713141623.jpg,unripe,train,20.58408330694377,0.9908686940273682,0.028504132089914543,0.3629571263765334,4.81904068507636,4.333540758082621,2.9310885851553334,28.667934435289517
IMG20200713141640.jpg,unripe,train,17.57311121127588,0.9901579191157304,0.032968673217249896,0.37262856305311315,4.842887506888137,4.332317947433468,2.9321434363042953,26.23408725784107
IMG20200713141737.jpg,unripe,train,21.19518711143936,0.9899147349998968,0.02787818857641184,0.3432695523613273,4.762548649564142,4.1737267022258075,2.906154038729378,28.776647133850496
IMG20200713141824.jpg,unripe,train,15.79081421009241,0.9897119187407191,0.032209671097297034,0.3815091184169927,4.87882456152282,4.413476983176443,2.947063792408297,24.699217958226733
IMG20200713141846.jpg,unripe,train,26.49384158003461,0.9888738311509089,0.027125235961136987,0.3439121673679758,4.786021505376344,4.342454619031102,2.933991861849921,30.817389883261818
IMG20200713142056.jpg,unripe,train,13.76755804378022,0.9934606119652644,0.029472800088338164,0.3731430036763804,4.836946263516969,4.257311265153627,2.91867891752461,25.086070324742913
IMG20200713142139.jpg,unripe,train,19.839816045507582,0.9867688923563948,0.03230242441225253,0.3513571955455897,4.789881977142146,4.270425928282964,2.924548301912968,26.883565938000185
IMG20200713142211.jpg,unripe,train,12.084630997225073,0.9932980398671853,0.031825260823883796,0.3949330695926678,4.888112920738328,4.2717027798656275,2.922941843550452,23.155368161689356
IMG20200713142220.jpg,unripe,train,12.445040770586669,0.9932324286945889,0.031974202565243436,0.3932934768145253,4.876808960549792,4.267368737507761,2.920033979305571,23.70888367274997
IMG20200713142228.jpg,unripe,train,13.186487876122195,0.9927920288941925,0.03150815550091333,0.38029325516621265,4.851366822841442,4.2340025176057265,2.922674230694589,23.954403842294234
IMG20200713142241.jpg,unripe,train,15.053137080422498,0.9928621664112697,0.030542253519815786,0.3929185897454256,4.856493381313456,4.070171818777681,2.8789107261995013,24.354520785805875
IMG20200713142258.jpg,unripe,train,13.571302726790329,0.9932420073729767,0.030512306047764726,0.387144790011986,4.851795433146812,4.160870284690826,2.9025424048725372,24.473644569291828
IMG20200713142856.jpg,unripe,train,15.611338685793303,0.9891131368924362,0.03388004176937507,0.3837047799917582,4.860136667086535,4.261928360211137,2.9151892248609537,24.587725943089605
IMG20200713142909.jpg,unripe,train,13.997860506092504,0.9908821368835274,0.0339149738121344,0.397574700916303,4.895557957630797,4.351357905695648,2.9311660051926496,23.05018637296137
IMG20200713142917.jpg,unripe,train,15.578352966261344,0.9892117682425705,0.03292309743312614,0.3820316213986815,4.840305872603308,4.15626597040398,2.8987770851193635,25.29425369974936
IMG20200713142946.jpg,unripe,train,19.482873482397306,0.9885607291110152,0.031214233473384843,0.3606014404603555,4.832116420766403,4.443859684786168,2.9454947083132437,26.582110894357815
IMG20200713143028.jpg,unripe,train,29.588950713294917,0.986726054312843,0.029038981098602257,0.3607460127239786,4.801744110161196,4.1943874168671895,2.901600462948464,30.179816820973688
IMG20200713143043.jpg,unripe,train,22.910553443020063,0.9853735868396056,0.033405402881737586,0.3648403638235108,4.831474190726159,4.364652083441157,2.9399423742616957,27.328359422443913
IMG20200713143050.jpg,unripe,train,16.626605297512874,0.9875993774024794,0.03373151337461491,0.374642325432071,4.8509529384980645,4.392841726962046,2.942548049179188,24.968347561079828
IMG20200713143109.jpg,unripe,train,18.495004835366323,0.9913530168345633,0.03203935506763124,0.392185160460634,4.869802561490548,4.29116623472582,2.923863600882766,25.375016238273833
IMG20200713143206.jpg,unripe,train,11.180118997056928,0.9913819575651308,0.03421703736182951,0.3891931661065388,4.872589804821656,4.28503998466759,2.9222870817796034,23.01638561445843
IMG20200713143223.jpg,unripe,train,13.33937380973205,0.9890252167214962,0.03538616719234408,0.38599869332375103,4.873649144200267,4.283808367246504,2.9169933074088035,23.94478819576025
IMG20200713143259.jpg,unripe,train,17.336974630268124,0.9883542785266664,0.030236148332499185,0.344668377417092,4.782083696231218,4.299685263405305,2.927972073447602,27.069421473873035
IMG20200713143317.jpg,unripe,train,33.22425364827698,0.9841313406259391,0.027601180430405894,0.3383676728330888,4.714995969897931,3.7809910944557354,2.8060957372914266,33.78737304711185
IMG20200713143325.jpg,unripe,train,20.93197087795006,0.9878954284614736,0.029395493045526758,0.35373048362426823,4.771231439638476,3.929855068449897,2.844005362218661,29.82431914075248
IMG20200713143333.jpg,unripe,train,24.264405581731786,0.9881253875271557,0.030655621728797162,0.3763001469581039,4.822969362814756,4.038673795287135,2.8720054961186565,27.84239793416994
IMG20200713143359.jpg,unripe,train,21.74319565020714,0.9883464791291802,0.030452274375335486,0.36188250200836464,4.801685252934867,4.047659404085869,2.8699155940062973,28.461217998379894
IMG20200713143438.jpg,unripe,train,17.231001435085624,0.9872358164338697,0.03547659358974354,0.3868713869743853,4.8690705942102595,4.2440899267923164,2.919215540698931,25.293211864237314
