filename,class,train_or_test,glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,lbp_mean,lbp_variance,lbp_entropy
IMG20200717083337.jpg,fully_ripe,train,30.273334310478234,0.991043908400517,0.029249667573797992,0.41707890265320147,4.913547155635426,4.01316696648732,2.866218124336407
IMG20200717083346.jpg,fully_ripe,train,34.22853562095368,0.9886688506437511,0.03070505980377538,0.41278198623314444,4.917243792255369,4.056191018217456,2.875663048718031
IMG20200717083356.jpg,fully_ripe,train,33.376251784247735,0.9886625689797572,0.03112596634663092,0.416586202555834,4.91327780499755,4.036146580835162,2.878698922122223
IMG20200717083401.jpg,fully_ripe,train,49.99215741450544,0.9862887177644806,0.02897469654832666,0.4165306959306582,4.907311561084375,3.8889138221665522,2.8364360963537942
IMG20200717083408.jpg,fully_ripe,train,52.77950166312351,0.9855747297043066,0.026049664705136106,0.35684551926991526,4.739321979766478,3.5350697864912553,2.7549629251753345
IMG20200717083420.jpg,fully_ripe,train,27.561140674609856,0.9889611785774399,0.03196167474540186,0.4020421851281354,4.880535674345784,4.018951640287767,2.8666011707546284
IMG20200717083440.jpg,fully_ripe,train,49.712219009525654,0.9837917762440685,0.028428590185085954,0.3765081326037948,4.803447233141821,3.824667080397797,2.8251674199346444
IMG20200717083454.jpg,fully_ripe,train,35.111562690933944,0.9899318247556794,0.029306699139067048,0.4067237597175193,4.894852350014124,4.1662977884382855,2.905578807868812
IMG20200717083502.jpg,fully_ripe,train,33.3199140449203,0.9902480505919028,0.031099283090393656,0.405805268017726,4.892016244005703,4.0492329287550115,2.8779895128819963
IMG20200717083511.jpg,fully_ripe,train,40.12590935968961,0.9862997381005664,0.02953558447603611,0.39178596511663805,4.869713810217243,4.074756813297841,2.8808058008076363
IMG20200717083519.jpg,fully_ripe,train,53.918316551734954,0.9821614285534912,0.02631869933918485,0.35599620401662113,4.7714342689067255,3.8389586637461264,2.817781509073998
IMG20200717083535.jpg,fully_ripe,train,38.31512663851338,0.9913611710110609,0.032694305429566334,0.4448523028540601,4.985667203188473,4.165054236540132,2.906549893760963
IMG20200717083623.jpg,fully_ripe,train,45.15869119845287,0.9849756718216949,0.028554098149929635,0.37726662867148275,4.805466254350244,3.8026493603397533,2.818269832523227
IMG20200717083656.jpg,fully_ripe,train,37.1997858783094,0.9868409564362932,0.030539332820536096,0.39710151801617793,4.885276437219541,4.072944676355302,2.8731196817999827
IMG20200717083701.jpg,fully_ripe,train,43.98778290180085,0.9871655550305087,0.028010093752146824,0.381515240191738,4.831995300567848,3.8793718362810283,2.8309568489004864
IMG20200717083707.jpg,fully_ripe,train,32.551539920285386,0.9896115105416171,0.03121351288162963,0.42982607183057003,4.932680183335669,3.97354181687748,2.864713299628221
IMG20200717083744.jpg,fully_ripe,train,48.416046640085035,0.9851135490082809,0.029124131157079625,0.3957591090982636,4.847940659769666,3.9060454370409086,2.843784286851901
IMG20200717083802.jpg,fully_ripe,train,56.59962865701759,0.980326371734204,0.030018766109995043,0.3867363191588792,4.85216483571109,4.035906855962857,2.8734524276385205
IMG20200717083842.jpg,fully_ripe,train,38.8758755399255,0.9851409808913927,0.030449309815205244,0.3933070383195848,4.868932622550002,4.116073176309211,2.893481663159616
IMG20200717083846.jpg,fully_ripe,train,32.46347976348194,0.9864816791877398,0.035392511728118935,0.4170437504910916,4.931359013747643,4.160357347668135,2.9023623569182977
IMG20200717083900.jpg,fully_ripe,train,74.5420069846015,0.9773171569060717,0.023475301211403152,0.3195433612154617,4.703007367446355,3.7701230061456488,2.802330665108677
IMG20200717083943.jpg,fully_ripe,train,28.929023935587978,0.9893695128617603,0.028526429440380016,0.36489659136866337,4.7828644955938,3.87172052850681,2.8391972161158323
IMG20200717083947.jpg,fully_ripe,train,35.89991455452429,0.9876345023569937,0.027762022298047154,0.3783439115317321,4.806454724841044,3.8403301848061124,2.836796143578751
IMG20200717084008.jpg,fully_ripe,train,34.97248059609426,0.9872508125090771,0.029032235286036344,0.3979458159121545,4.871730907045729,4.073299119402982,2.8840717280141814
IMG20200717084015.jpg,fully_ripe,train,37.75047707588896,0.98434645626905,0.030809957612797974,0.39796707480878524,4.8618798467719335,4.009354104221521,2.865168935010457
