filename,class,split,sobel_density,prewitt_density,scharr_density,canny_density
IMG20200713141604.jpg,unripe,train,0.13660750359266172,0.066833287919018,0.7018105967292579,0.016217384359373692
IMG20200713141623.jpg,unripe,train,0.14496328701511918,0.06796238123621613,0.7153346566640778,0.0132687082039231
IMG20200713141640.jpg,unripe,train,0.13220653531174376,0.06196232829140105,0.7108453586728976,0.010146385458493943
IMG20200713141737.jpg,unripe,train,0.17432801082003213,0.09002425735398338,0.7417309625050689,0.02011622371160109
IMG20200713141824.jpg,unripe,train,0.13448434896353187,0.06653921685263524,0.6887943346770947,0.01328552725531655
IMG20200713141846.jpg,unripe,train,0.19080649977485437,0.10919847708089137,0.7299183795306206,0.028007266211939434
IMG20200713142056.jpg,unripe,train,0.1285419744201428,0.05705077060363025,0.7143827662694675,0.009526894121846869
IMG20200713142139.jpg,unripe,train,0.1537668715364276,0.07413245625280113,0.7429842443844172,0.013550279265999634
IMG20200713142211.jpg,unripe,train,0.09527515927147631,0.036601420238532856,0.6874513534483799,0.003276735180188948
IMG20200713142220.jpg,unripe,train,0.10274623809168681,0.040544493810537506,0.6905545499360928,0.004232717166691965
IMG20200713142228.jpg,unripe,train,0.1108316256653993,0.043916983110667336,0.7115192245990316,0.008381326055839432
IMG20200713142241.jpg,unripe,train,0.09791123876170062,0.04466516686041433,0.6944664277586101,0.007718368471996743
IMG20200713142258.jpg,unripe,train,0.10200753671103632,0.0418574784118673,0.7034912212455559,0.006674890582433421
IMG20200713142856.jpg,unripe,train,0.11530590216212336,0.053400112257213424,0.697983679455136,0.012054747204248048
IMG20200713142909.jpg,unripe,train,0.09019640979335478,0.03599594411863456,0.6850777377132616,0.003661559260893969
IMG20200713142917.jpg,unripe,train,0.1115567108131241,0.047926723604011005,0.711152370336996,0.008350868506759493
IMG20200713142946.jpg,unripe,train,0.14334692967244886,0.062177706337051324,0.7195313443585761,0.008938277569671754
IMG20200713143028.jpg,unripe,train,0.14922697736814497,0.07766076629999856,0.726291732012312,0.01796101277151727
IMG20200713143043.jpg,unripe,train,0.13739671339580917,0.06112710054719964,0.7184105468320638,0.005607650171705435
IMG20200713143050.jpg,unripe,train,0.11779908071362834,0.049264035197098495,0.7071879527059254,0.006939352207832353
IMG20200713143109.jpg,unripe,train,0.0957093733418669,0.04093032008587301,0.6944382666356351,0.005859408413547129
IMG20200713143206.jpg,unripe,train,0.10199288982853914,0.03879962499847958,0.6990801332860027,0.004344072846719723
IMG20200713143223.jpg,unripe,train,0.10456824948965124,0.04437979940404737,0.6992438489196517,0.008345086976881121
IMG20200713143259.jpg,unripe,train,0.1652679087621434,0.0754023760227214,0.7429455976356987,0.01226244428269585
IMG20200713143317.jpg,unripe,train,0.18479482855374513,0.10183916526048835,0.7525822090996296,0.028641441820996337
IMG20200713143325.jpg,unripe,train,0.16849262644361931,0.08502060323346161,0.7270227214004235,0.020968129510942693
IMG20200713143333.jpg,unripe,train,0.12033098213567212,0.055153320319665654,0.7146523365447934,0.00965883020826632
IMG20200713143359.jpg,unripe,train,0.14404905995203704,0.0729444040984996,0.729201968847501,0.018147341240876726
IMG20200713143438.jpg,unripe,train,0.1150439170237802,0.051653896467467264,0.6872734068334212,0.00830685853103806
IMG20200713143447.jpg,unripe,train,0.165482084209936,0.08489779912666147,0.7220136267759226,0.01566589873030081
IMG20200713143503.jpg,unripe,train,0.10418758966908011,0.04650286944004212,0.6940728120454263,0.007747489239528807
IMG20200713143508.jpg,unripe,train,0.10264004061521993,0.04409298604559999,0.6898952291520647,0.006261634794333285
IMG20200713143524.jpg,unripe,train,0.15908607947488856,0.07712286611460115,0.7426194542548414,0.012002487072636672
IMG20200713143542.jpg,unripe,train,0.18431918688310392,0.09329163510719139,0.7341412364441339,0.019497178039861736
IMG20200713143556.jpg,unripe,train,0.1954293998050836,0.10644183023872396,0.7342703369152676,0.0281517645880282
IMG20200713143602.jpg,unripe,train,0.22838225776821283,0.12833745415820375,0.7542521945409767,0.035170834508444895
IMG20200713143616.jpg,unripe,train,0.09330907542441685,0.03988038786807943,0.6808020593349643,0.00953219656638152
IMG20200713143625.jpg,unripe,train,0.13029306755220962,0.05964975083078529,0.7293529151250615,0.009335581660345581
IMG20200713143701.jpg,unripe,train,0.13972509757181148,0.07942756943176167,0.7030488149702693,0.024130324113081848
IMG20200713143721.jpg,unripe,train,0.1502622041498592,0.06739587509046334,0.7248942593184746,0.010635425785093753
IMG20200713143750.jpg,unripe,train,0.13808522736944426,0.06485964881993987,0.7138696948226538,0.011734702669069886
IMG20200713143812.jpg,unripe,train,0.10577614371553584,0.04504791459966467,0.6888144662897008,0.005578660939312008
IMG20200713143821.jpg,unripe,train,0.10838187880756772,0.05149893186776056,0.7144737775549282,0.011461724618968905
IMG20200713143830.jpg,unripe,train,0.10538200664851237,0.04747064852348976,0.691969902753148,0.009949088000183742
IMG20200713143842.jpg,unripe,train,0.09977752023804677,0.040926124875936436,0.6957187449714015,0.008408550666945187
IMG20200713143852.jpg,unripe,train,0.12081079096084922,0.06102964576806426,0.6863325907554952,0.014288395472640797
IMG20200713143859.jpg,unripe,train,0.14598359714895887,0.08034571345262909,0.7052519135124412,0.02388918806755459
IMG20200713143908.jpg,unripe,train,0.16438689129021553,0.08460313469043163,0.7297963288850072,0.022831279858998986
IMG20200713143919.jpg,unripe,train,0.13379067690856555,0.05974345147007308,0.7290416117760458,0.009839369855902832
IMG20200713143938.jpg,unripe,train,0.12487458856137791,0.059933465931565545,0.7291729005621146,0.013474028831310846
IMG20200713143943.jpg,unripe,train,0.10510428568902652,0.04738475706424796,0.7081194467596559,0.00885106673253363
IMG20200713143947.jpg,unripe,train,0.1339760802991055,0.05645009462791243,0.701241565177701,0.0069063921284281135
IMG20200713143957.jpg,unripe,train,0.13812491532195736,0.06234758162797769,0.7076107573439608,0.010415255385360934
IMG20200713144008.jpg,unripe,train,0.1421536387242087,0.06848301489634251,0.7141800124904291,0.014814693018392461
IMG20200713144013.jpg,unripe,train,0.10717106233689006,0.04373106997453956,0.6958612130777001,0.0054761470835353165
IMG20200713144109.jpg,unripe,train,0.10956890088934976,0.04746238891320909,0.6926408186683991,0.008006230302795585
IMG20200713144113.jpg,unripe,train,0.09883973961229506,0.05454520200358104,0.5885520357773719,0.010741436944937443
IMG20200713144123.jpg,unripe,train,0.09013505834966445,0.03492285501958195,0.6955636172848851,0.0050089601817823425
