filename,class,split,sobel_density,prewitt_density,scharr_density,canny_density,circularity,aspect_ratio,convexity_defects,avg_sobel_gradient,latency_ms
IMG20200713141604.jpg,unripe,train,0.13660750359266172,0.066833287919018,0.7018105967292579,0.016217384359373692,0.762473394479177,0.5383177570093458,0.0,22.61815293283498,8.352994918823242
IMG20200713141623.jpg,unripe,train,0.14496328701511918,0.06796238123621613,0.7153346566640778,0.0132687082039231,0.7551805763732434,0.5816135084427767,0.0,23.311198107262438,7.141351699829102
IMG20200713141640.jpg,unripe,train,0.13220653531174376,0.06196232829140105,0.7108453586728976,0.010146385458493943,0.7912855361327545,0.6026365348399246,0.0,22.404929040541415,7.5054168701171875
IMG20200713141737.jpg,unripe,train,0.17432801082003213,0.09002425735398338,0.7417309625050689,0.02011622371160109,0.8021280728196355,0.584070796460177,0.0,25.604196778866054,6.910085678100586
IMG20200713141824.jpg,unripe,train,0.13448434896353187,0.06653921685263524,0.6887943346770947,0.01328552725531655,0.7672848229552768,0.5378151260504201,0.0,22.37363438500676,7.163286209106445
IMG20200713141846.jpg,unripe,train,0.19080649977485437,0.10919847708089137,0.7299183795306206,0.028007266211939434,0.7802634022825997,0.57166392092257,0.0,26.942087811216947,6.969928741455078
IMG20200713142056.jpg,unripe,train,0.1285419744201428,0.05705077060363025,0.7143827662694675,0.009526894121846869,0.7865179350382306,0.5875,0.0,21.989891481141907,6.963253021240234
IMG20200713142139.jpg,unripe,train,0.1537668715364276,0.07413245625280113,0.7429842443844172,0.013550279265999634,0.7656164012849004,0.5540540540540541,0.0,24.15841771249876,6.877660751342773
IMG20200713142211.jpg,unripe,train,0.09527515927147631,0.036601420238532856,0.6874513534483799,0.003276735180188948,0.7818112585255155,0.5491329479768786,0.0,19.919938546057537,6.576299667358398
IMG20200713142220.jpg,unripe,train,0.10274623809168681,0.040544493810537506,0.6905545499360928,0.004232717166691965,0.752773587386607,0.5242369838420108,0.0,20.21706186915066,6.725788116455078
IMG20200713142228.jpg,unripe,train,0.1108316256653993,0.043916983110667336,0.7115192245990316,0.008381326055839432,0.8043272759065992,0.5934291581108829,0.0,21.047432870402236,6.515741348266602
IMG20200713142241.jpg,unripe,train,0.09791123876170062,0.04466516686041433,0.6944664277586101,0.007718368471996743,0.7212610538975563,0.49914236706689535,0.0,20.515744351461823,6.576299667358398
IMG20200713142258.jpg,unripe,train,0.10200753671103632,0.0418574784118673,0.7034912212455559,0.006674890582433421,0.7342064593158802,0.5300171526586621,0.0,20.702584756503065,6.461858749389648
IMG20200713142856.jpg,unripe,train,0.11530590216212336,0.053400112257213424,0.697983679455136,0.012054747204248048,0.8052688584937794,0.5862068965517241,0.0,21.618333621356634,6.7348480224609375
IMG20200713142909.jpg,unripe,train,0.09019640979335478,0.03599594411863456,0.6850777377132616,0.003661559260893969,0.8079292378950899,0.6295546558704453,0.0,19.703198900177483,6.7005157470703125
IMG20200713142917.jpg,unripe,train,0.1115567108131241,0.047926723604011005,0.711152370336996,0.008350868506759493,0.7829494468062979,0.5259391771019678,0.0,21.279361109564274,7.100105285644531
